Date,Hour,Rented eScooter Count,Distance from centre(km),Temperature(°C),Wind speed (m/s),Visibility(10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall(cm),Season,Scheme Functioning
25/09/2021,6,132,1.202342512,13.2,0.9,2000,5.9,0,0,0,Autumn,Yes
25/09/2021,7,262,3.886889589,12.8,0.9,2000,5.9,0.03,0,0,Autumn,Yes
25/09/2021,8,440,7.114279605,14,1.3,1988,4.6,0.6,0,0,Autumn,Yes
25/09/2021,9,542,3.584069164,17.3,1,2000,4.6,1.34,0,0,Autumn,Yes
25/09/2021,10,667,3.803319049,20,1.3,1984,5.5,1.99,0,0,Autumn,Yes
25/09/2021,11,853,3.905734659,22.1,1.6,1985,6,2.47,0,0,Autumn,Yes
25/09/2021,12,1045,9.78235609,23.7,2,2000,5.9,2.78,0,0,Autumn,Yes
25/09/2021,13,1309,5.512501833,24.9,2,2000,4.3,2.9,0,0,Autumn,Yes
25/09/2021,14,1522,9.067579978,25.7,1.4,2000,4,2.77,0,0,Autumn,Yes
25/09/2021,15,1747,0.0885433,26.1,1.6,2000,3.3,2.38,0,0,Autumn,Yes
25/09/2021,16,1955,8.566702435,26.2,1.7,2000,4.5,1.86,0,0,Autumn,Yes
25/09/2021,17,2033,6.723154858,24.9,1.4,2000,5.7,0.83,0,0,Autumn,Yes
25/09/2021,18,1885,9.499437184,23.6,1,2000,6.2,0.24,0,0,Autumn,Yes
25/09/2021,19,1608,0.166622291,22.3,0.6,2000,5.8,0,0,0,Autumn,Yes
25/09/2021,20,1583,8.879217838,21.3,0.4,2000,7,0,0,0,Autumn,Yes
25/09/2021,21,1565,4.253559827,20.5,1,2000,7.2,0,0,0,Autumn,Yes
25/09/2021,22,1418,0.577136416,19.7,1,2000,7.7,0,0,0,Autumn,Yes
25/09/2021,23,1042,4.342271635,19.4,1.2,2000,6.5,0,0,0,Autumn,Yes
26/09/2021,0,880,7.674781252,19,1.5,2000,6.7,0,0,0,Autumn,Yes
26/09/2021,1,594,7.53408781,18.6,1.7,2000,6.9,0,0,0,Autumn,Yes
26/09/2021,2,453,0.346104272,18.6,1.5,2000,7.2,0,0,0,Autumn,Yes
26/09/2021,3,355,3.144474264,18.5,1.6,2000,7.9,0,0,0,Autumn,Yes
26/09/2021,4,222,0.454216746,18.4,1.7,2000,8.3,0,0,0,Autumn,Yes
26/09/2021,5,150,3.47078927,18.3,1.5,2000,8.7,0,0,0,Autumn,Yes
26/09/2021,6,230,8.742649807,18.3,2.1,2000,8.9,0,0,0,Autumn,Yes
26/09/2021,7,335,2.72236452,18.3,2,2000,8.9,0.01,0,0,Autumn,Yes
26/09/2021,8,598,7.698269573,18.7,2,2000,8.8,0.2,0,0,Autumn,Yes
26/09/2021,9,680,4.368128395,19.7,1.8,2000,8.2,0.63,0,0,Autumn,Yes
26/09/2021,10,923,3.090899055,21.4,2.3,2000,7.7,1.45,0,0,Autumn,Yes
26/09/2021,11,1152,7.354504384,22.5,2.1,1981,7.1,1.59,0,0,Autumn,Yes
26/09/2021,12,1358,7.725216978,24.5,1.8,2000,7,2.5,0,0,Autumn,Yes
26/09/2021,13,1686,3.466647327,25.4,2.1,2000,6.6,2.84,0,0,Autumn,Yes
26/09/2021,14,1972,6.180023579,26.1,1.3,2000,6.8,2.52,0,0,Autumn,Yes
26/09/2021,15,2170,8.799484512,26.7,1.2,2000,8.1,2.28,0,0,Autumn,Yes
26/09/2021,16,2270,5.377297716,26.4,1.8,2000,7.9,1.71,0,0,Autumn,Yes
26/09/2021,17,2349,5.11746404,25.6,1.4,2000,8.4,1.04,0,0,Autumn,Yes
26/09/2021,18,2339,0.792199762,24.1,1.5,2000,9.6,0.27,0,0,Autumn,Yes
26/09/2021,19,1937,3.991436361,22.7,1,2000,8.6,0.02,0,0,Autumn,Yes
26/09/2021,20,1653,6.814896977,22,2,2000,8,0,0,0,Autumn,Yes
26/09/2021,21,1529,7.338088209,20.9,2,2000,6,0,0,0,Autumn,Yes
26/09/2021,22,1249,3.333998084,20.1,1.7,2000,5.3,0,0,0,Autumn,Yes
26/09/2021,23,934,1.362371394,19.4,2.1,2000,5.6,0,0,0,Autumn,Yes
27/09/2021,0,770,5.676585719,18.7,1.7,2000,6.2,0,0,0,Autumn,Yes
27/09/2021,1,488,4.667379631,18.1,1.4,2000,6.5,0,0,0,Autumn,Yes
27/09/2021,2,326,0.36241956,17.7,1.4,2000,6.1,0,0,0,Autumn,Yes
27/09/2021,3,178,1.168544766,16.9,1.1,2000,6.4,0,0,0,Autumn,Yes
27/09/2021,4,151,0.527319803,16.4,1.1,2000,6.2,0,0,0,Autumn,Yes
27/09/2021,5,207,3.677806887,15.9,0.6,2000,6.2,0,0,0,Autumn,Yes
27/09/2021,6,589,3.652350679,15.4,0.8,2000,6,0,0,0,Autumn,Yes
27/09/2021,7,1364,9.351538992,15.2,0.5,2000,5.5,0.02,0,0,Autumn,Yes
27/09/2021,8,2129,4.24288113,16.8,1.1,2000,4.7,0.59,0,0,Autumn,Yes
27/09/2021,9,1120,8.312479638,19.7,1.5,2000,6.5,1.3,0,0,Autumn,Yes
27/09/2021,10,907,0.302037449,21.9,1.8,1989,8.2,1.93,0,0,Autumn,Yes
27/09/2021,11,1019,2.110441297,23.3,1.7,1998,8.2,2.42,0,0,Autumn,Yes
27/09/2021,12,1189,9.856989168,25.2,1.4,2000,9.5,2.73,0,0,Autumn,Yes
27/09/2021,13,1191,1.377482181,25,1.7,2000,8.2,2.28,0,0,Autumn,Yes
27/09/2021,14,1305,4.239948656,26.6,1.5,2000,7.6,2.74,0,0,Autumn,Yes
27/09/2021,15,1404,8.488317522,25.4,1.4,2000,7,1.39,0,0,Autumn,Yes
27/09/2021,16,1636,4.353920938,25.6,1.1,2000,5.4,1.37,0,0,Autumn,Yes
27/09/2021,17,2189,2.290496602,26.3,1.5,2000,6,1.17,0,0,Autumn,Yes
27/09/2021,18,3154,4.617411297,24.5,0.8,2000,7.4,0.31,0,0,Autumn,Yes
27/09/2021,19,2422,8.489407145,22.6,0.7,2000,7.9,0.01,0,0,Autumn,Yes
27/09/2021,20,2098,6.124339652,21.5,1.2,2000,7.8,0,0,0,Autumn,Yes
27/09/2021,21,1930,8.616351046,20.7,1.3,2000,7.4,0,0,0,Autumn,Yes
27/09/2021,22,1801,9.429511348,19.9,1,2000,7.3,0,0,0,Autumn,Yes
27/09/2021,23,1222,9.022898961,19.7,1.4,2000,7.4,0,0,0,Autumn,Yes
28/09/2021,0,0,5.116085415,19.1,1.4,2000,7.1,0,0,0,Autumn,Yes
28/09/2021,1,0,5.65204755,18.5,1.5,2000,6.8,0,0,0,Autumn,Yes
28/09/2021,2,0,8.227991943,18,1.5,2000,7.2,0,0,0,Autumn,Yes
28/09/2021,3,0,8.496433451,17.3,1.6,2000,7.3,0,0,0,Autumn,Yes
28/09/2021,4,0,7.238253513,16.7,1.5,2000,7.4,0,0,0,Autumn,Yes
28/09/2021,5,0,3.926482813,16.5,1.4,2000,6.8,0,0,0,Autumn,Yes
28/09/2021,6,0,6.701550833,16.4,1.2,2000,6.9,0,0,0,Autumn,Yes
28/09/2021,7,0,1.289916679,16.5,1.5,2000,7.2,0.03,0,0,Autumn,Yes
28/09/2021,8,0,5.150159487,17.2,1.7,2000,6.9,0.29,0,0,Autumn,Yes
28/09/2021,9,0,6.850794579,18.5,1.2,2000,6,0.66,0,0,Autumn,Yes
28/09/2021,10,0,3.777898231,19.4,1.3,1989,7.1,0.81,0,0,Autumn,Yes
28/09/2021,11,0,9.808261176,19.9,1.4,2000,8.4,0.73,0,0,Autumn,Yes
28/09/2021,12,0,4.542930448,21,1.2,2000,8.9,0.98,0,0,Autumn,Yes
28/09/2021,13,0,4.552456886,21.1,1.4,2000,9.2,0.76,0,0,Autumn,Yes
28/09/2021,14,0,1.480040197,21.4,1.4,2000,9.5,0.68,0,0,Autumn,Yes
28/09/2021,15,0,4.924664547,22.3,1.3,2000,10.1,1.15,0,0,Autumn,Yes
28/09/2021,16,0,1.180453407,23.9,1.2,1995,9.7,1.67,0,0,Autumn,Yes
28/09/2021,17,0,1.495092949,23.7,1.1,2000,11.4,0.79,0,0,Autumn,Yes
28/09/2021,18,0,6.727731809,22.4,1.7,2000,11.3,0.2,0,0,Autumn,Yes
28/09/2021,19,0,8.795235977,21.3,0.8,2000,11.5,0.01,0,0,Autumn,Yes
28/09/2021,20,0,6.809959929,20,0.7,2000,11.7,0,0,0,Autumn,Yes
28/09/2021,21,0,5.319495755,19.8,1.1,2000,11.3,0,0,0,Autumn,Yes
28/09/2021,22,0,5.050646302,19.1,1,2000,11.5,0,0,0,Autumn,Yes
28/09/2021,23,0,7.841999826,18.6,1,2000,10.8,0,0,0,Autumn,Yes
29/09/2021,0,1037,7.845099888,18.6,1,2000,10.8,0,0,0,Autumn,Yes
29/09/2021,1,982,4.112828688,18.2,0.9,2000,10.9,0,0,0,Autumn,Yes
29/09/2021,2,690,2.321315121,17.8,1.1,2000,10.5,0,0,0,Autumn,Yes
29/09/2021,3,493,9.433976853,17.5,1,2000,10.6,0,0,0,Autumn,Yes
29/09/2021,4,301,3.740702248,17.4,0.9,2000,10.7,0,0,0,Autumn,Yes
29/09/2021,5,208,4.989527508,17,0.5,2000,10.9,0,0,0,Autumn,Yes
29/09/2021,6,290,0.992027066,16.6,1,2000,11.3,0,0,0,Autumn,Yes
29/09/2021,7,513,6.664627465,16.7,0.8,2000,10.5,0.02,0,0,Autumn,Yes
29/09/2021,8,848,2.27371621,17.7,1.2,2000,9.1,0.54,0,0,Autumn,Yes
29/09/2021,9,1076,7.450218227,20.3,1.4,1958,9.8,1.24,0,0,Autumn,Yes
29/09/2021,10,1071,4.7286601,22.8,1.5,2000,10.5,1.88,0,0,Autumn,Yes
29/09/2021,11,1284,7.094646004,24.3,1.3,2000,11.3,2.36,0,0,Autumn,Yes
29/09/2021,12,1495,7.357822216,25.8,1.7,2000,10.8,2.66,0,0,Autumn,Yes
29/09/2021,13,1752,6.547834757,26.9,1.4,2000,10.3,2.75,0,0,Autumn,Yes
29/09/2021,14,1892,2.084172582,28.2,1.8,2000,8.6,2.62,0,0,Autumn,Yes
29/09/2021,15,2065,7.064669767,28.5,1.4,2000,8.9,2.25,0,0,Autumn,Yes
29/09/2021,16,2254,4.922194665,28.6,1.3,2000,9.4,1.69,0,0,Autumn,Yes
29/09/2021,17,2432,7.082708879,28.3,1,2000,7.8,1.03,0,0,Autumn,Yes
29/09/2021,18,2397,9.574191373,26.8,0.5,2000,10.6,0.33,0,0,Autumn,Yes
29/09/2021,19,2021,6.157969878,24.5,0.4,2000,9.2,0,0,0,Autumn,Yes
29/09/2021,20,1835,6.010817494,23.3,0.1,2000,9.2,0,0,0,Autumn,Yes
29/09/2021,21,1781,0.080644182,22.1,1.2,2000,10.4,0,0,0,Autumn,Yes
29/09/2021,22,1501,9.139981185,21.3,0.5,2000,10,0,0,0,Autumn,Yes
29/09/2021,23,1229,0.289703609,20.6,0.7,2000,10.4,0,0,0,Autumn,Yes
30/09/2021,0,0,3.07133553,20.1,0.2,2000,10.2,0,0,0,Autumn,Yes
30/09/2021,1,0,3.94344022,19.5,0.5,2000,11,0,0,0,Autumn,Yes
30/09/2021,2,0,7.828180091,19.3,0.7,2000,11.3,0,0,0,Autumn,Yes
30/09/2021,3,0,1.422984755,19,0.9,2000,11.4,0,0,0,Autumn,Yes
30/09/2021,4,0,0.654055907,18.6,0.3,2000,11.7,0,0,0,Autumn,Yes
30/09/2021,5,0,3.11653244,18.1,0.4,2000,12.2,0,0,0,Autumn,Yes
30/09/2021,6,0,6.666181956,17.5,0.4,2000,12,0,0,0,Autumn,Yes
30/09/2021,7,0,2.693727893,17.1,0.8,1939,11.8,0.03,0,0,Autumn,Yes
30/09/2021,8,0,9.873393932,18.2,1.1,2000,10.4,0.54,0,0,Autumn,Yes
30/09/2021,9,0,8.327880276,20.5,0.5,1847,11,1,0,0,Autumn,Yes
30/09/2021,10,0,5.772492527,22.7,1.3,1679,13.1,1.41,0,0,Autumn,Yes
30/09/2021,11,0,3.003354654,22.2,2.8,1195,12.9,1.25,0,0,Autumn,Yes
30/09/2021,12,0,1.102554542,22.8,3.1,1665,9,2,0,0,Autumn,Yes
30/09/2021,13,0,8.945024161,23.1,4.6,1954,7.6,2.74,0,0,Autumn,Yes
30/09/2021,14,0,0.484069337,23.1,4.4,1999,3.7,2.48,0,0,Autumn,Yes
30/09/2021,15,0,9.386152388,23.3,3.8,2000,3.9,2.31,0,0,Autumn,Yes
30/09/2021,16,0,5.117184057,23.2,3.2,2000,1.9,1.77,0,0,Autumn,Yes
30/09/2021,17,0,6.605032145,22.4,3.2,2000,2.6,1.06,0,0,Autumn,Yes
30/09/2021,18,0,4.000510086,20.3,3.3,2000,2.1,0.36,0,0,Autumn,Yes
30/09/2021,19,0,4.60793505,19.1,2.9,2000,1.4,0,0,0,Autumn,Yes
30/09/2021,20,0,8.472371468,18,2.9,2000,2,0,0,0,Autumn,Yes
30/09/2021,21,0,0.88234083,17.2,3,2000,1.6,0,0,0,Autumn,Yes
30/09/2021,22,0,5.115071475,16.6,2.2,2000,3,0,0,0,Autumn,Yes
30/09/2021,23,0,7.622621807,16.1,2.1,2000,4.6,0,0,0,Autumn,Yes
01/10/2021,0,680,9.939680165,16.1,2.6,2000,5.1,0,0,0,Autumn,Yes
01/10/2021,1,402,7.001962708,15.9,2,2000,5.5,0,0,0,Autumn,Yes
01/10/2021,2,262,1.0344745,15.9,2.4,2000,5.2,0,0,0,Autumn,Yes
01/10/2021,3,179,7.799194056,15.6,1.6,2000,4.9,0,0,0,Autumn,Yes
01/10/2021,4,143,5.325750647,15.7,1.9,2000,5,0,0,0,Autumn,Yes
01/10/2021,5,246,7.0102238,15.7,1.8,1999,5.3,0,0,0,Autumn,Yes
01/10/2021,6,632,1.612901136,15.3,2.3,2000,4.6,0,0,0,Autumn,Yes
01/10/2021,7,1429,5.089796405,15.1,2.1,1997,5,0.03,0,0,Autumn,Yes
01/10/2021,8,2101,3.840943493,15.7,2.4,1960,4.5,0.39,0,0,Autumn,Yes
01/10/2021,9,1106,0.013594977,16.9,3.4,1989,4.5,1.08,0,0,Autumn,Yes
01/10/2021,10,856,3.314231877,18.3,3.6,1815,4.9,1.93,0,0,Autumn,Yes
01/10/2021,11,959,6.395391839,19,4.5,1966,4.9,2.04,0,0,Autumn,Yes
01/10/2021,12,1138,3.396268138,20.4,3.5,1958,4.5,2.28,0,0,Autumn,Yes
01/10/2021,13,1087,4.40486984,19.6,4.7,2000,6.7,1.89,0,0,Autumn,Yes
01/10/2021,14,1137,0.23287401,21.3,3.5,1986,3.8,2.28,0,0,Autumn,Yes
01/10/2021,15,1258,9.194293582,21,3.8,1983,5,1.96,0,0,Autumn,Yes
01/10/2021,16,1357,5.802123872,19.7,3.4,2000,6.2,0.81,0,0,Autumn,Yes
01/10/2021,17,1799,9.684550722,19.2,2.9,2000,7.5,0.25,0,0,Autumn,Yes
01/10/2021,18,2857,6.600873259,18.6,2.9,2000,9,0.16,0,0,Autumn,Yes
01/10/2021,19,2122,3.912205201,18.2,2.2,2000,8.9,0,0,0,Autumn,Yes
01/10/2021,20,1824,0.912231339,17.4,2.1,2000,8.3,0,0,0,Autumn,Yes
01/10/2021,21,1777,1.056169616,16.6,4,2000,8.3,0,0,0,Autumn,Yes
01/10/2021,22,1501,9.115590666,15.9,0.5,2000,8.2,0,0,0,Autumn,Yes
01/10/2021,23,1057,5.411143526,15.4,3.7,2000,7.8,0,0,0,Autumn,Yes
02/10/2021,0,0,6.488577594,15,1.8,1987,8,0,0,0,Autumn,Yes
02/10/2021,1,0,3.063444437,14.5,1.9,1992,7.9,0,0,0,Autumn,Yes
02/10/2021,2,0,0.277605729,14.3,1.6,1840,7.9,0,0,0,Autumn,Yes
02/10/2021,3,0,3.718470371,13.8,0.3,1843,8,0,0,0,Autumn,Yes
02/10/2021,4,0,8.118148329,13.2,0.3,1236,7.8,0,0,0,Autumn,Yes
02/10/2021,5,0,5.290555667,12.8,0.3,1778,7.8,0,0,0,Autumn,Yes
02/10/2021,6,0,9.536517966,12.6,0,1798,7.4,0,0,0,Autumn,Yes
02/10/2021,7,0,4.151459813,12.4,0.3,1956,7.2,0.02,0,0,Autumn,Yes
02/10/2021,8,0,9.92074586,13.2,0.9,1714,5.7,0.49,0,0,Autumn,Yes
02/10/2021,9,0,4.589165056,15.9,1.6,1427,7.6,1.11,0,0,Autumn,Yes
02/10/2021,10,0,2.368642309,18.7,2.4,1554,8.3,1.81,0,0,Autumn,Yes
02/10/2021,11,0,4.466787795,20.3,3,1878,5.8,2.35,0,0,Autumn,Yes
02/10/2021,12,0,1.513991554,21.4,3.1,1956,5.7,2.67,0,0,Autumn,Yes
02/10/2021,13,0,7.930853091,22.4,2.6,1776,4.8,2.71,0,0,Autumn,Yes
02/10/2021,14,0,0.148500902,23.5,2.5,1691,6.9,2.56,0,0,Autumn,Yes
02/10/2021,15,0,3.036695829,23.8,2.6,1913,6.8,2.22,0,0,Autumn,Yes
02/10/2021,16,0,6.059493716,23.7,3.2,1929,5.9,1.64,0,0,Autumn,Yes
02/10/2021,17,0,2.283965474,23.2,2.4,2000,7,0.98,0,0,Autumn,Yes
02/10/2021,18,0,5.320110918,21.2,2.2,2000,7.9,0.28,0,0,Autumn,Yes
02/10/2021,19,0,7.077645978,19.6,1.7,2000,8.9,0,0,0,Autumn,Yes
02/10/2021,20,0,7.456022944,18.8,2,2000,9.4,0,0,0,Autumn,Yes
02/10/2021,21,0,7.866266023,18.2,1.5,2000,9.6,0,0,0,Autumn,Yes
02/10/2021,22,0,7.85050928,17.5,0.8,1987,9.8,0,0,0,Autumn,Yes
02/10/2021,23,0,4.662933024,16.8,0.1,1994,8.9,0,0,0,Autumn,Yes
03/10/2021,0,1040,1.477708141,16.5,0.4,2000,9.9,0,0,0,Autumn,Yes
03/10/2021,1,882,0.191891778,15.8,0.5,2000,9.4,0,0,0,Autumn,Yes
03/10/2021,2,685,0.385308211,15.2,1.2,1972,9.2,0,0,0,Autumn,Yes
03/10/2021,3,497,9.24859258,14.6,0.6,1907,8.8,0,0,0,Autumn,Yes
03/10/2021,4,284,4.803567137,14.1,1.2,1834,8.7,0,0,0,Autumn,Yes
03/10/2021,5,173,1.772627494,13.8,1.1,1878,8.8,0,0,0,Autumn,Yes
03/10/2021,6,278,5.114589181,13.4,0.3,1742,8.7,0,0,0,Autumn,Yes
03/10/2021,7,440,6.055292862,13.2,0.3,1593,8.7,0.02,0,0,Autumn,Yes
03/10/2021,8,762,6.950355987,13.8,1,1649,7.1,0.49,0,0,Autumn,Yes
03/10/2021,9,966,9.036826917,16.4,0.7,1340,6.9,1.21,0,0,Autumn,Yes
03/10/2021,10,1113,6.440703102,19.3,0.7,1406,7.6,1.83,0,0,Autumn,Yes
03/10/2021,11,1248,1.011433479,22.3,1.6,1409,8.2,2.29,0,0,Autumn,Yes
03/10/2021,12,1634,6.035239512,23.4,1.4,1973,7.2,2.53,0,0,Autumn,Yes
03/10/2021,13,1849,8.953239734,24.5,2.6,1854,8.2,2.64,0,0,Autumn,Yes
03/10/2021,14,1995,1.30389817,25.4,1.6,1972,7,2.51,0,0,Autumn,Yes
03/10/2021,15,2200,8.984887571,26.1,2,1996,7.2,2.14,0,0,Autumn,Yes
03/10/2021,16,2112,2.855910094,26,2.7,2000,7.1,1.62,0,0,Autumn,Yes
03/10/2021,17,2400,6.694538597,25.3,1.7,1960,7.3,0.95,0,0,Autumn,Yes
03/10/2021,18,2235,9.297450059,23.5,1.8,2000,8.3,0.26,0,0,Autumn,Yes
03/10/2021,19,1792,5.307630171,22,1.5,2000,8.9,0,0,0,Autumn,Yes
03/10/2021,20,1744,1.161837015,20.6,1.5,2000,9.3,0,0,0,Autumn,Yes
03/10/2021,21,1594,9.499950039,19.6,1.6,2000,9.4,0,0,0,Autumn,Yes
03/10/2021,22,1393,5.850629141,18.9,0.2,2000,9.8,0,0,0,Autumn,Yes
03/10/2021,23,1033,4.18479131,18.1,0.6,2000,9,0,0,0,Autumn,Yes
04/10/2021,0,0,9.423081597,17.5,0.8,2000,8.9,0,0,0,Autumn,Yes
04/10/2021,1,0,1.552787176,16.7,0.6,2000,9,0,0,0,Autumn,Yes
04/10/2021,2,0,0.906891892,16,0.5,1992,9.2,0,0,0,Autumn,Yes
04/10/2021,3,0,8.975669755,15.6,0.8,1960,9.2,0,0,0,Autumn,Yes
04/10/2021,4,0,5.058490209,15.3,0.4,1792,8.9,0,0,0,Autumn,Yes
04/10/2021,5,0,4.637315694,15.2,0.9,1857,8.4,0,0,0,Autumn,Yes
04/10/2021,6,0,0.381752826,15.2,1.1,1900,8.4,0,0,0,Autumn,Yes
04/10/2021,7,0,6.21802197,15.2,0.8,1780,8.8,0.01,0,0,Autumn,Yes
04/10/2021,8,0,3.690430095,15.9,0.9,1912,8,0.34,0,0,Autumn,Yes
04/10/2021,9,0,6.943865208,18.7,1.8,1821,8.3,1.22,0,0,Autumn,Yes
04/10/2021,10,0,3.281370474,21,1.7,1980,8,1.73,0,0,Autumn,Yes
04/10/2021,11,0,9.114657066,23.3,1.9,1963,7.5,2.36,0,0,Autumn,Yes
04/10/2021,12,0,3.134541962,25.2,1.7,1990,8,2.44,0,0,Autumn,Yes
04/10/2021,13,0,3.154301799,25.4,1.4,2000,8.6,1.72,0,0,Autumn,Yes
04/10/2021,14,0,8.883015531,26.3,1.7,2000,9.4,2.18,0,0,Autumn,Yes
04/10/2021,15,0,5.367279442,27.3,1.6,2000,10.3,1.88,0,0,Autumn,Yes
04/10/2021,16,0,4.985894942,27.1,1,2000,10.9,1.22,0,0,Autumn,Yes
04/10/2021,17,0,9.68269031,26.2,1.5,2000,11.1,0.58,0,0,Autumn,Yes
04/10/2021,18,0,0.974383317,25.1,1.3,2000,11.4,0.2,0,0,Autumn,Yes
04/10/2021,19,0,9.784252509,24.3,1.4,2000,11.3,0,0,0,Autumn,Yes
04/10/2021,20,0,3.981729128,23.3,1.8,2000,11.3,0,0,0,Autumn,Yes
04/10/2021,21,0,0.418565716,22.5,2,2000,11.6,0,0,0,Autumn,Yes
04/10/2021,22,0,6.386911512,21.8,1.6,2000,11.8,0,0,0,Autumn,Yes
04/10/2021,23,0,5.332995412,21.4,1.7,2000,11.9,0,0,0,Autumn,Yes
05/10/2021,0,973,5.520686317,21,1.9,2000,12,0,0,0,Autumn,Yes
05/10/2021,1,735,9.881408397,20.6,1.7,2000,12.1,0,0,0,Autumn,Yes
05/10/2021,2,515,6.034640183,20.2,2,2000,11.2,0,0,0,Autumn,Yes
05/10/2021,3,329,4.380755587,20,1.8,2000,10.3,0,0,0,Autumn,Yes
05/10/2021,4,221,5.651232839,19.7,1.3,2000,9,0,0,0,Autumn,Yes
05/10/2021,5,223,3.352586766,19.6,1.1,2000,8.9,0,0,0,Autumn,Yes
05/10/2021,6,531,0.65756939,19.7,1.5,2000,8.5,0,0,0,Autumn,Yes
05/10/2021,7,282,7.7054115,19.7,1.3,2000,8.8,0,0,0,Autumn,Yes
05/10/2021,8,208,8.058852217,18.9,1.3,2000,11.8,0.04,0.3,0,Autumn,Yes
05/10/2021,9,47,4.082330406,18.3,1.8,942,13.7,0.13,1.2,0,Autumn,Yes
05/10/2021,10,33,8.448746917,17.8,1.8,742,13.9,0.18,1.5,0,Autumn,Yes
05/10/2021,11,29,7.197074517,18.1,2.4,1112,14.2,0.4,1.5,0,Autumn,Yes
05/10/2021,12,23,7.296729532,18.6,1.7,518,14.9,0.51,2,0,Autumn,Yes
05/10/2021,13,22,1.579215674,18.9,1.6,325,16,0.48,4,0,Autumn,Yes
05/10/2021,14,17,8.144674264,19.2,1.6,553,16.3,0.48,2.5,0,Autumn,Yes
05/10/2021,15,8,9.114542716,19.2,0.6,213,16.5,0.26,4,0,Autumn,Yes
05/10/2021,16,28,0.02106477,19.1,1.7,382,16.6,0.15,6,0,Autumn,Yes
05/10/2021,17,66,8.863537905,18.9,2.1,728,16.4,0.08,5.5,0,Autumn,Yes
05/10/2021,18,74,7.765383626,18.7,1.6,1461,16,0.03,1,0,Autumn,Yes
05/10/2021,19,55,1.400780948,18.6,2.4,1072,15.9,0,1.5,0,Autumn,Yes
05/10/2021,20,44,0.546673643,18.5,2.7,1047,15.8,0,1,0,Autumn,Yes
05/10/2021,21,32,4.821243889,18.5,2.2,963,15.8,0,1.5,0,Autumn,Yes
05/10/2021,22,23,0.272462022,18.2,2.6,1771,14.8,0,1.5,0,Autumn,Yes
05/10/2021,23,4,7.868973958,18.3,1.8,1811,14.8,0,0.5,0,Autumn,Yes
06/10/2021,0,0,9.579752262,18.4,1.8,1744,15.4,0,1,0,Autumn,Yes
06/10/2021,1,0,3.202839066,18.7,2.4,1814,14.8,0,1,0,Autumn,Yes
06/10/2021,2,0,5.698799494,18.9,2.5,2000,14.8,0,1.5,0,Autumn,Yes
06/10/2021,3,0,5.961415737,18.8,3.3,1601,15.1,0,2,0,Autumn,Yes
06/10/2021,4,0,0.203569069,18.9,2.7,1577,15,0,2.5,0,Autumn,Yes
06/10/2021,5,0,2.27250734,18.7,2.8,360,15.5,0,4.5,0,Autumn,Yes
06/10/2021,6,0,1.383131577,18.5,2.3,417,15.8,0,8.5,0,Autumn,Yes
06/10/2021,7,5,5.514935155,18.5,2.3,364,16,0,9.5,0,Autumn,Yes
06/10/2021,8,6,7.450549643,18.6,2,457,16.1,0.01,9,0,Autumn,Yes
06/10/2021,9,5,9.739112333,18.7,2.9,550,16.2,0.05,6,0,Autumn,Yes
06/10/2021,10,2,1.645169356,19,1.5,676,16.5,0.15,6,0,Autumn,Yes
06/10/2021,11,20,9.389789966,19.5,2,1214,16.6,0.35,3.5,0,Autumn,Yes
06/10/2021,12,130,8.049597686,20,2.9,1999,16.6,0.45,1,0,Autumn,Yes
06/10/2021,13,529,1.984642725,19.7,5,2000,15.8,0.62,0.5,0,Autumn,Yes
06/10/2021,14,941,8.088633306,21.3,3.6,2000,15.5,1.36,0,0,Autumn,Yes
06/10/2021,15,1236,8.195592893,23,4.1,2000,14.6,2.05,0,0,Autumn,Yes
06/10/2021,16,1601,3.095576449,23.5,3.4,2000,13.9,1.26,0,0,Autumn,Yes
06/10/2021,17,1870,8.559225326,23.1,1.2,2000,14,0.4,0,0,Autumn,Yes
06/10/2021,18,2012,4.709346723,22.5,1.2,2000,13.9,0.16,0,0,Autumn,Yes
06/10/2021,19,1761,6.470540894,21.7,0.6,2000,14.5,0,0,0,Autumn,Yes
06/10/2021,20,1567,9.729011678,21.4,0.8,2000,13.1,0,0,0,Autumn,Yes
06/10/2021,21,1731,3.109745777,20.5,0.1,2000,14.5,0,0,0,Autumn,Yes
06/10/2021,22,1459,9.185633742,19.7,0.3,2000,13.8,0,0,0,Autumn,Yes
06/10/2021,23,1162,7.148940662,18.9,0.9,2000,14.1,0,0,0,Autumn,Yes
07/10/2021,0,1049,2.080787971,18.3,0.3,2000,13.9,0,0,0,Autumn,Yes
07/10/2021,1,768,3.445957454,18,1.2,2000,14,0,0,0,Autumn,Yes
07/10/2021,2,538,2.069070851,17.7,0.4,2000,13.7,0,0,0,Autumn,Yes
07/10/2021,3,372,5.92110862,17.5,1.7,1998,13.5,0,0,0,Autumn,Yes
07/10/2021,4,255,5.524340995,17.1,1.2,850,13.4,0,0,0,Autumn,Yes
07/10/2021,5,146,7.092320937,17.1,1.1,1615,13.2,0,0,0,Autumn,Yes
07/10/2021,6,189,4.544992468,16.8,0.2,1490,12.9,0,0,0,Autumn,Yes
07/10/2021,7,345,4.895442717,16.3,0.6,1165,12.5,0.03,0,0,Autumn,Yes
07/10/2021,8,589,3.621826023,16.6,1,1896,9.3,0.43,0,0,Autumn,Yes
